Geography,Product,Time,Dollar Sales,Unit Sales,SKU
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 07-16-17,274170.1958,14439.06055,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 08-13-17,315383.4637,17064.48051,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 09-10-17,524601.7524,28178.35896,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 10-08-17,611763.7933,32515.70974,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 11-05-17,673058.2191,37904.77311,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-03-17,729719.5381,40036.76865,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-31-17,907793.5465,48590.12855,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-28-18,1130403.161,61145.8622,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-31-16,6148.534152,384.5237118,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 02-28-16,6240.425727,390.270527,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 03-27-16,7060.813716,441.5768428,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 04-24-16,15060.01417,946.9652021,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 05-22-16,12878.545,811.5286635,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 06-19-16,19540.24388,1233.818571,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 07-17-16,11495.50806,752.7909255,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 08-14-16,17801.4379,1101.081223,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 09-11-16,28495.66271,1741.204629,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 10-09-16,19088.52573,1248.416905,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-06-16,55383.79625,3693.643999,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-04-16,40504.71852,2296.551044,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-01-17,50206.60738,2749.150582,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-29-17,108780.6091,5741.129381,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 02-26-17,54166.10585,2982.929483,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 03-26-17,122542.9514,6616.721457,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 04-23-17,104047.007,5684.4886,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 05-21-17,76801.42651,4245.089087,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 06-18-17,85635.74409,4521.673405,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 07-16-17,180510.9154,9001.833865,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 08-13-17,106488.1142,5900.382311,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 09-10-17,152808.2492,8785.655904,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 10-08-17,124448.152,7177.274094,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-05-17,230944.7927,12460.84182,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-03-17,179904.9754,10198.37812,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-31-17,180812.6193,10391.19272,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-28-18,173635.9033,10520.67716,JUUL Refill Kits
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 10-09-16,18144.39055,490.5215073,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 11-06-16,7302.745219,197.4248505,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 12-04-16,67645.31065,1699.039436,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 01-01-17,31153.10608,779.0224075,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 01-29-17,11640.52145,291.0858078,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 02-26-17,7298.029162,182.4963531,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 03-26-17,48064.97706,1093.641168,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 04-23-17,32274.77869,718.4353981,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 05-21-17,52108.54792,1158.225115,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 06-18-17,72780.30231,1379.781051,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 07-16-17,33760.7042,734.0879364,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 09-10-17,52534.91667,955.3540039,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 10-08-17,76450.47068,1659.499266,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 11-05-17,148039.431,3240.260637,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 12-03-17,142881.577,3397.967398,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 12-31-17,281647.0172,6002.741966,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 01-28-18,190932.2618,4258.7786,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-31-16,15072.40392,318.0671843,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 02-28-16,7249.1678,152.4035482,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 03-27-16,17240.68826,349.3447354,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 04-24-16,40417.17396,808.5051802,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 05-22-16,17795.42105,394.2490145,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 06-19-16,19712.68436,410.5309908,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 07-17-16,52706.06174,1229.462701,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 08-14-16,72339.15951,1464.441513,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 09-11-16,37890.78489,787.7004637,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 10-09-16,20667.99132,511.1607792,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 11-06-16,61821.7126,1351.217818,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-04-16,62018.0595,1245.292589,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-01-17,75728.96903,1516.270669,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-29-17,101961.6347,2069.959509,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 02-26-17,144803.0718,2941.933744,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 03-26-17,95551.73047,1904.413722,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 04-23-17,73583.36813,1508.949079,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 05-21-17,120435.3254,2296.56935,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 06-18-17,75570.10677,1482.781896,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 07-16-17,179528.5569,3285.775508,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 08-13-17,204297.3419,3556.798564,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 09-10-17,30611.89941,602.8237485,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 10-08-17,272302.4313,4409.043869,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 11-05-17,372212.2656,6516.900829,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-03-17,501538.5682,9114.88093,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-31-17,577845.317,11240.07118,JUUL Devices
Fas Mart-CRMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-28-18,497208.3002,9329.790549,JUUL Devices
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 01-31-16,5275280.097,981465.9452,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 02-28-16,5477013.107,1013661.162,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 03-27-16,5475354.596,1017889.617,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 04-24-16,5605730.534,1040661.978,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 05-22-16,5650106.432,1048982.221,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 06-19-16,5984403.994,1087386.834,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 07-17-16,5921668.608,1073235.45,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 08-14-16,5803322.357,1062869.793,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 09-11-16,5707218.564,1031474.953,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 10-09-16,5566204.09,1003090.139,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 11-06-16,5527300.623,998912.1791,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 12-04-16,5607743.623,1034259.653,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 01-01-17,5551932.794,1008532.384,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 01-29-17,5410453.538,999460.6472,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 02-26-17,5558421.696,1014731.546,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 03-26-17,5590336.036,1015027.175,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 04-23-17,5795061.478,1109532.009,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 05-21-17,5933711.119,1129423.578,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 06-18-17,6017095.996,1138635.596,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 07-16-17,5891250.174,1133342.706,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 08-13-17,5881526.995,1135555.301,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 09-10-17,5835218.352,1149407.884,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 10-08-17,5839338.539,1143428.717,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 11-05-17,5665701.152,1122035.889,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 12-03-17,5525013.261,1081229.823,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 12-31-17,5446116.183,1083927.728,Cigarettes Total
Fivestar-SRMA - Conv,CIGARETTES,4 Weeks Ending 01-28-18,5187162.18,1021927.199,Cigarettes Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-31-16,23223.38921,3170.795175,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 02-28-16,25029.01879,3257.659438,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-27-16,22721.03316,3033.858792,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-24-16,23509.63431,3118.289592,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-22-16,21934.86844,2840.437911,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-19-16,24874.96847,3320.011812,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-17-16,22525.27794,3038.992692,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 08-14-16,23618.79264,3353.766834,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 09-11-16,24278.91096,3457.214787,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 10-09-16,21960.13141,3006.02968,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 11-06-16,23340.20548,3298.719296,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-04-16,28267.21101,3990.464064,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-01-17,28143.14598,3948.666085,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-29-17,29968.24485,4240.356008,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 02-26-17,28755.2434,4041.737911,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-26-17,29550.45879,4183.66342,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-23-17,30043.58996,4211.773051,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-21-17,42037.88305,4987.602495,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-18-17,40052.12823,4578.474619,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-16-17,39871.21786,4548.571908,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 08-13-17,36410.28684,4084.186024,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 09-10-17,37414.58467,4162.860191,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 10-08-17,37403.68596,4219.633296,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 11-05-17,38442.53061,4264.091585,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-03-17,39216.14841,4291.13207,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-31-17,36353.22559,4093.11306,E-Cigs Total
Fivestar-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-28-18,39818.80717,4442.457598,E-Cigs Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 02-28-16,1542787.726,263459.3519,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 03-27-16,5462669.311,942176.1261,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 04-24-16,5579245.154,957460.4232,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 05-22-16,5773671.766,990302.1824,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 06-19-16,5984127.993,1014430.241,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 07-17-16,6153547.261,1031744.1,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 08-14-16,6090104.491,1029250.531,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 09-11-16,6078309.367,1024105.539,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 10-09-16,6052565.91,1019228.846,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 11-06-16,6169860.658,1031493.406,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 12-04-16,5913016.081,978095.6867,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 01-01-17,5848879.448,961854.2332,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 01-29-17,5676521.211,942648.5708,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 02-26-17,5614813.495,936667.1433,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 03-26-17,5527855.603,932225.3329,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 04-23-17,5767137.501,953062.6863,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 05-21-17,6040716.258,1003080.222,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 06-18-17,6216457.198,1019361.129,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 07-16-17,6204761.875,1015160.525,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 08-13-17,6071898.468,1004546.976,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 09-10-17,6481392.004,1064908.75,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 10-08-17,6213973.767,1025321.733,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 11-05-17,6158082.162,999218.073,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 12-03-17,6024215.956,981673.6218,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 12-31-17,6007069.271,982866.154,Cigarettes Total
Flash Foods-SRMA - Conv,CIGARETTES,4 Weeks Ending 01-28-18,5555931.575,916949.4668,Cigarettes Total
Flash Foods-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 02-28-16,18744.99262,2411.068705,E-Cigs Total
Flash Foods-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-27-16,67179.51743,7804.737671,E-Cigs Total
Flash Foods-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-24-16,68712.7538,8322.526264,E-Cigs Total
Flash Foods-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-22-16,75805.09044,9095.190506,E-Cigs Total
Flash Foods-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-19-16,73787.08809,9017.580235,E-Cigs Total
Flash Foods-SRMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-17-16,82226.76728,10441.00302,E-Cigs Total
